image,appropriate,reason,subject
3_86663.jpg,yes.,"modest clothing, family-friendly image.",female.
3_87573.jpg,no,"implied intimacy, revealing clothing.",all
3_87843.jpg,no,suggestive pose and attire.,female
3_88253.jpg,yes.,"fully clothed, non-offensive pose.",female.
3_89553.jpg,no,dress may be considered revealing,female
3_89663.jpg,no.,"sexual content, partial nudity.",male.
3_89743.jpg,no,revealing swimwear portrayed.,female
3_90953.jpg,no,swimsuit attire visible.,female
3_91143.jpg,yes,it's everyday casual wear.,female
3_92573.jpg,yes,"sports attire, not revealing.",male
3_93143.jpg,no,revealing attire; suggestive pose.,female
3_93413.jpg,yes.,elegantly dressed; not revealing.,female.
3_93483.jpg,yes,"fully clothed, non-suggestive.",all
3_93593.jpg,yes,sportsmanship context; minimal attire,male
3_9473.jpg,no,revealing attire shown.,female
3_94933.jpg,yes,dress considered normal for advertising.,female
3_94973.jpg,yes.,beauty product advertisement.,female.
3_95083.jpg,no,implied nudity; intimate pose.,all
3_95193.jpg,yes.,it's a cosmetic ad.,female.
3_9613.jpg,no.,intimate public behavior displayed.,all.
3_97423.jpg,yes,portrays a clothed athlete.,female
3_97453.jpg,no,revealing clothing; pose.,female
3_9833.jpg,no,revealing attire and pose,female
4_100694.jpg,yes,"dressed, non-provocative pose.",female
4_10204.jpg,no,revealing attire; alcohol promotion,female
4_102844.jpg,,,
4_103364.jpg,no,implies nudity; not fully clothed.,female
4_104144.jpg,yes.,woman clothed conservatively.,female.
4_105754.jpg,no,runner's attire may offend.,male
4_106774.jpg,yes,athletes depicted positively.,all
4_107894.jpg,no,lingerie-clad woman depicted,female
4_107924.jpg,yes,towel implies modesty.,female
4_108014.jpg,no,partial nudity displayed,female
4_108074.jpg,no,"short dress, exposed thighs",female
4_11264.jpg,no,revealing attire; provocative pose,female
4_115464.jpg,yes,no revealing clothing.,all
4_115554.jpg,no,suggestive pose; form-fitting attire.,female
4_116214.jpg,no,implied nudity present,female
4_116264.jpg,no,image contains nudity.,female
4_116274.jpg,no,"sexual implications, partial nudity.",male
4_116294.jpg,no.,implied nudity present.,female.
4_116324.jpg,no,implies sexual content.,all
4_116334.jpg,no,partial nudity present,female
4_116564.jpg,yes,"fully clothed, non-provocative.",female
4_11874.jpg,no,"suggestive text, swimwear",all
4_120264.jpg,no,alcohol use; suggestive behavior,male
4_122114.jpg,no.,"intimate apparel, close embrace.",all.
4_122124.jpg,no,revealing clothing; suggestive pose,female
4_122224.jpg,yes.,"fully clothed, non-provocative.",female.
4_123834.jpg,no,attire may be revealing,female
4_123894.jpg,no.,revealing clothing; partial focus on buttocks.,female.
4_124284.jpg,no,"revealing attire, suggestive pose",female
4_125604.jpg,yes,"fully clothed, non-provocative pose.",female
4_125824.jpg,no,immodest clothing; makeup advertising.,female
4_125994.jpg,no.,"revealing clothing, makeup advertisement.",female.
4_130194.jpg,no,"immodest attire, suggestive pose.",all
4_130344.jpg,no,lingerie displayed openly,female
4_130424.jpg,no,suggestive pose and attire.,female
4_130494.jpg,no,revealing lingerie advertisement.,female
4_13054.jpg,no,suggestive pose and attire.,female
4_130844.jpg,yes,"makeup ad, culturally subjective.",female
4_131544.jpg,yes,"modest attire, non-provocative pose.",female
4_132274.jpg,no.,underwear advertisement; suggestive pose.,female.
4_133184.jpg,no,attire may seem revealing,female
4_134584.jpg,no,"suggestive pose, partial nudity.",female
4_134644.jpg,yes,"fully clothed, non-provocative.",female
4_134854.jpg,yes,"modest attire, positive image.",female
4_137634.jpg,no,"suggestive pose, attire, alcohol present",female
4_137824.jpg,no,lingerie-clad woman on bed,female
4_137994.jpg,no,"form-fitting attire, suggestive pose.",female
4_139114.jpg,yes,"casual, non-revealing clothing.",female
4_139414.jpg,yes,standard sports attire displayed.,female
4_139474.jpg,no,"revealing clothing, suggestive pose",female
4_14164.jpg,yes.,she is modestly dressed.,female.
4_142844.jpg,yes,cultural norms vary.,female
4_144824.jpg,yes,"fully clothed, non-provocative pose.",female
4_145084.jpg,no.,revealing clothing; suggestive pose.,male.
4_14744.jpg,yes,celebratory sports team photo.,male
4_148264.jpg,yes.,"casual attire, non-provocative.",female.
4_150824.jpg,yes,"advertisement, no revealing clothing",female
4_151354.jpg,no,dress may be too revealing.,female
4_151664.jpg,no.,revealing attire; suggestive pose.,female.
4_151734.jpg,no,provocative attire and pose,all
4_153494.jpg,yes,dress is casual but modest.,female
4_156084.jpg,no.,sleeveless dress may offend.,female.
4_157004.jpg,yes.,"fully clothed, non-provocative pose.",female.
4_157124.jpg,no.,revealing clothing; suggestive pose.,female.
4_157144.jpg,no,"revealing attire, provocative pose",female
4_157424.jpg,no,lingerie-clad models displayed.,female
4_157444.jpg,no.,"lingerie ad, moderately revealing.",female.
4_157454.jpg,no.,depicts lingerie; may offend.,female.
4_157534.jpg,no,revealing clothing; suggestive pose,female
4_157544.jpg,no,"lingerie, revealing clothing",female
4_157684.jpg,no,revealing clothing; suggestive poses,female
4_157694.jpg,no,lingerie ad; revealing attire,female
4_162984.jpg,no,dress style may clash.,female
4_164374.jpg,no.,child in minimal clothing.,female.
4_165304.jpg,no,revealing clothing,female
4_17454.jpg,no.,revealing attire; suggestive pose.,female.
4_18544.jpg,yes.,"fully clothed, non-suggestive pose.",all.
4_18694.jpg,yes.,subjects are fully clothed.,all.
4_19734.jpg,yes,"fully clothed, non-provocative posture",female
4_20384.jpg,no,"revealing attire, suggestive pose",female
4_20864.jpg,no,"lingerie advertisement, revealing attire",female
4_20894.jpg,no,intimate apparel and pose.,all
4_20904.jpg,no,revealing clothing; pose may be considered suggestive,female
4_20954.jpg,no,"implied nudity, suggestive pose",female
4_21094.jpg,no,"implied nudity, sensual pose.",all
4_23904.jpg,no,revealing clothing; posed suggestively,female
4_24564.jpg,no,contains suggestive content,female
4_2504.jpg,no.,sensual pose and attire.,female.
4_28784.jpg,no.,suggestive and revealing attire.,female.
4_29144.jpg,yes,makeup advertisement; generally accepted,female
4_32494.jpg,no.,revealing outfit; suggestive pose.,female.
4_32714.jpg,no,"revealing clothing, suggestive pose.",female
4_32844.jpg,yes,no revealing clothing shown,female
4_33574.jpg,yes,it's a sports advertisement.,male
4_3364.jpg,yes,"sports attire, non-revealing.",female
4_34244.jpg,yes,attire commonly accepted,female
4_3594.jpg,yes,culturally subjective attire.,female
4_36464.jpg,no,undergarments visible.,female
4_36514.jpg,no;,"revealing attire, suggestive pose;",female.
4_39034.jpg,no.,revealing attire and pose.,male.
4_39114.jpg,no,swimwear in public area.,female
4_40024.jpg,no,dress style may offend.,female
4_40914.jpg,no,dress length might be controversial.,female.
4_40984.jpg,yes,"fully clothed, smiling gently.",female
4_41084.jpg,no.,revealing and tight clothing.,all.
4_41494.jpg,no,implies domestic violence,all
4_41634.jpg,no,implied nudity; suggestive content.,female
4_4354.jpg,no.,"revealing clothes, suggestive poses.",female.
4_45274.jpg,no,"revealing clothing, suggestive pose",female
4_45364.jpg,no,wearing a revealing bikini,female
4_45484.jpg,no,revealing attire displayed.,female
4_45864.jpg,no,"suggestive pose, partial nudity",female
4_45974.jpg,no.,semi-nudity may offend.,male.
4_46334.jpg,no,"underwear ad, suggestive pose.",female
4_46574.jpg,no.,shows woman in underwear.,female.
4_47644.jpg,no,provocative clothing and pose,female
4_49974.jpg,yes.,"fully clothed, reading.",female.
4_51134.jpg,yes,modest portrayal in ad.,female
4_51204.jpg,yes,dress is modest and elegant.,female
4_53464.jpg,no,immodest by their standards.,female
4_54344.jpg,no,public display of affection,all
4_58994.jpg,yes,casual attire displayed.,all
4_61864.jpg,no,partial nudity; skimpy clothing,all
4_61924.jpg,no,"revealing outfit, suggestive pose",female
4_62154.jpg,no,"revealing dress, pose",female
4_624.jpg,no,revealing workout attire,female
4_63004.jpg,no,focused on rear physique,female
4_63574.jpg,no,sensual pose and attire,female
4_63914.jpg,no.,revealing attire may offend.,female.
4_63924.jpg,no,revealing lingerie depicted.,female
4_64034.jpg,no,"revealing attire, suggestive pose.",female
4_64214.jpg,no,provocative pose and attire.,female
4_64224.jpg,no.,suggestive attire and pose.,female.
4_64234.jpg,no,"revealing dress, suggestive pose",female
4_64244.jpg,no,revealing attire depicted,female
4_64334.jpg,no,revealing clothing; suggestive pose,female
4_64374.jpg,no;,"revealing clothing, pose;",female.
4_65074.jpg,yes,sports attire is modest.,male
4_65114.jpg,no,"suggestive pose, injury depiction",female
4_65204.jpg,no,seductive pose and gaze.,female
4_65364.jpg,yes.,"general celebration, nothing provocative.",female.
4_65594.jpg,no,implied nudity and slogan,all
4_65694.jpg,no,revealing clothing,female
4_66114.jpg,no,sensuality might be offensive.,female
4_66524.jpg,no,partial nudity displayed.,female
4_70544.jpg,yes.,"fully clothed, professional setting.",male.
4_7114.jpg,no,revealing swimwear shown.,female
4_71334.jpg,yes;,"fully clothed, casual pose;",male.
4_71814.jpg,no,"partial nudity, sensitive health issue",female
4_75194.jpg,yes;,"fully clothed, non-provocative pose;",male;
4_7604.jpg,yes,people wearing sports attire,all
4_77024.jpg,no;,suggestive pose and attire;,female.
4_77114.jpg,no,revealing attire shown,female
4_77284.jpg,no.,"revealing clothing, suggestive pose.",female.
4_77384.jpg,no,"revealing clothing, suggestive pose",female
4_774.jpg,no,athletic attire may offend.,female
4_77784.jpg,no;,contains nudity;,male.
4_77814.jpg,no,underwear visible,female
4_78064.jpg,no;,woman in undergarments visible;,female.
4_7864.jpg,yes,child in non-sexual context,male
4_80264.jpg,yes,modest attire shown.,female
4_80994.jpg,yes.,person decently clothed.,female.
4_84074.jpg,no.,implied bare shoulders.,female.
4_84094.jpg,yes,it's a cosmetic advertisement.,female
4_84134.jpg,no.,revealing attire shown.,female.
4_84784.jpg,yes,"fully clothed, non-provocative.",female
4_84834.jpg,no.,revealing clothing present.,female.
4_85234.jpg,yes,"close-up on face, no nudity",female
4_854.jpg,no,shorts may be too revealing,female
4_86114.jpg,no,lingerie advertisement might offend.,female
4_86124.jpg,no,underwear-clad models depicted.,female
4_86254.jpg,no,implies nudity; culturally sensitive,female
4_86274.jpg,no,lingerie-clad women pictured,female
4_87614.jpg,no,"upside-down, midriff-revealing pose.",female
4_904.jpg,no,women's torso exposed,female
4_90744.jpg,no,"underwear shown, conservative sensitivity.",female
4_9204.jpg,no,"short skirts, high thigh exposure",female
4_93394.jpg,yes.,dress length may vary.,female.
4_94324.jpg,yes.,[no explanation needed as the answer is yes.],female.
4_9454.jpg,no,dress may be too revealing,female
4_94774.jpg,yes,advertisement; no explicit content,female
4_94784.jpg,yes.,modesty level varies.,female.
4_94964.jpg,yes,"modest appearance, no explicit content.",female
4_9594.jpg,no,"revealing clothes, seductive pose",female
4_9654.jpg,no,provocative clothing and pose,female
4_97654.jpg,no,suggestive attire and pose,female
4_97684.jpg,no,"revealing attire, suggestive pose",female
4_97694.jpg,yes,"advert, modest attire.",female
4_97804.jpg,no,shirtless male; cultural sensibilities,male
4_9914.jpg,no,revealing attire displayed.,female
5_100695.jpg,yes.,swimming attire is standard.,female.
5_102825.jpg,yes,facial beauty product advertisement.,female
5_103025.jpg,no,"bare skin; potentially provocative pose.",female
5_103725.jpg,no,provocative attire displayed.,female
5_106635.jpg,no,"revealing attire, suggestive text",female
5_106715.jpg,no,"form-fitting clothing, leg raised",female
5_106895.jpg,yes;,"athletic promotion, not provocative;",female.
5_107005.jpg,yes,athletic attire is neutral.,male
5_107825.jpg,no.,partial nudity depicted.,female.
5_107955.jpg,no,depicts woman in swimsuit.,female
5_108015.jpg,no,intimate couple depicted,all
5_108185.jpg,yes.,no revealing clothing.,female.
5_115385.jpg,no,"swimwear, suggestive posing",all
5_115905.jpg,yes;,attire can be subjective;,female.
5_116145.jpg,no.,"partial nudity, humorous ad content.",male.
5_116205.jpg,no,implies nudity; provocative pose.,female
5_116295.jpg,no.,nudity is present.,female.
5_116355.jpg,no.,nudity or implied nudity.,all.
5_116435.jpg,no,"implied nudity, culturally sensitive",female
5_116445.jpg,no,implied nudity present.,female
5_116545.jpg,yes,non-revealing attire.,male
5_11655.jpg,no,revealing attire shown,female
5_116555.jpg,no,"revealing clothing, suggestive pose",female
5_116585.jpg,yes.,no explicit or sensitive content.,male.
5_119255.jpg,yes,they are fully clothed.,female
5_119485.jpg,yes,modest dressing depicted.,female
5_120005.jpg,no,suggestive content; attire,female
5_121145.jpg,no.,"revealing clothing, suggestive pose.",all.
5_121435.jpg,yes,sportswear is generally acceptable.,female
5_122135.jpg,yes.,"fully clothed, not revealing.",female.
5_122245.jpg,yes,no revealing clothing shown.,female
5_122325.jpg,yes.,"fully clothed, non-revealing attire.",female.
5_123095.jpg,no.,"revealing outfit, crossed legs.",female.
5_124205.jpg,no,female attire may offend.,female
5_124435.jpg,no.,"revealing attire, suggestive pose.",female.
5_124745.jpg,yes,"fully clothed, non-provocative.",female
5_12605.jpg,no.,"implied nudity, suggestive pose.",female.
5_126075.jpg,yes.,"modest attire, no indecency.",female.
5_127715.jpg,yes,public service announcement.,male
5_128935.jpg,yes,"fully clothed, non-provocative.",all
5_129065.jpg,no.,dress length might be considered revealing.,female.
5_130165.jpg,no,revealing attire depicted,female
5_130185.jpg,yes,no indecent exposure shown.,female
5_130245.jpg,no.,shows woman in underwear.,female.
5_130335.jpg,no,revealing attire depicted.,female
5_130545.jpg,no,revealing outfit; suggestive text,female
5_130605.jpg,yes,"face close-up, non-provocative",female
5_130705.jpg,no.,implied suggestive context.,female.
5_131495.jpg,yes,no revealing clothing shown,female
5_131635.jpg,yes.,modest attire; makeup related.,female.
5_132245.jpg,yes.,cannot see much skin.,female.
5_133185.jpg,no,revealing attire featured,female
5_137375.jpg,no,swimsuits reveal body.,all
5_138015.jpg,no.,"skimpy clothing, suggestive theme.",male.
5_138065.jpg,no,"revealing clothing, suggestive pose.",female
5_139475.jpg,no,"tight clothing, visible midriff",female
5_141905.jpg,no.,swimsuit revealing for some cultures.,female.
5_143085.jpg,no.,implied nudity present.,female.
5_145915.jpg,yes,"fully clothed, smiling, product advertisement.",female
5_146145.jpg,yes,modest attire and pose,female
5_152445.jpg,yes.,no concerning content.,male.
5_153165.jpg,yes,"athletic attire, not revealing.",female
5_153275.jpg,yes.,moderately conservative outfit.,female.
5_154285.jpg,no,short dress may offend.,female
5_154575.jpg,no.,"tight clothing, visible midriff.",female.
5_154865.jpg,no.,implied nudity; conservative standards.,female.
5_156225.jpg,yes,"modest dress, no explicit content.",female
5_156555.jpg,no,revealing dress pose,female
5_157065.jpg,no,revealing attire; pose,female
5_157525.jpg,yes,modesty levels vary.,female
5_157565.jpg,no.,revealing attire; suggestive pose.,female.
5_157655.jpg,no.,revealing clothing shown.,female.
5_157695.jpg,no.,lingerie advertisement; suggestive pose.,female.
5_157805.jpg,no,"lingerie advertisement, skin exposure.",female
5_159765.jpg,no.,revealing sports attire.,female.
5_161305.jpg,yes.,fully clothed individuals.,all.
5_162565.jpg,no.,revealing swimsuit attire.,female.
5_163015.jpg,no.,implies sexual content.,female.
5_163595.jpg,no,dress may be considered revealing.,female
5_166685.jpg,no,"immodest attire, intimate poses.",all
5_16705.jpg,no.,revealing lingerie pictured.,female.
5_18055.jpg,no,implies sensitive content,female
5_18535.jpg,yes,"athletic attire, non-provocative pose.",female
5_20725.jpg,no,"implied nudity, sensual poses",female
5_20785.jpg,no,"intimate apparel, suggestive pose",all
5_20865.jpg,,,
5_20905.jpg,no,shows lingerie-clad woman,female
5_21045.jpg,no.,"partial nudity, provocative pose.",all.
5_21115.jpg,no,model in underwear,female
5_22715.jpg,yes,"fully clothed, non-provocative",female
5_22735.jpg,no,swimwear may offend.,female
5_23365.jpg,no,revealing attire shown.,female
5_23665.jpg,yes.,it's a cosmetic advertisement.,female.
5_23765.jpg,no,"revealing clothing, pose",female
5_23895.jpg,no,suggestive pose and attire.,female
5_27695.jpg,yes,faces are not visible,all
5_2885.jpg,no,"revealing clothing, suggestive pose",female
5_32515.jpg,no,"suggestive attire, pose.",female
5_32825.jpg,yes,it's a cosmetics advertisement.,female
5_32895.jpg,yes,modest clothing; neutral pose.,female
5_33115.jpg,no.,revealing clothing; midriff exposed.,female.
5_33195.jpg,no,"lingerie advertisement, cultural norms.",female
5_33305.jpg,no,"revealing attire, suggestive pose.",female
5_36005.jpg,yes.,sports attire is culturally neutral.,male.
5_37855.jpg,yes,"family-friendly, no sensitive content",female
5_38885.jpg,no.,aggressive or suggestive pose.,female.
5_39055.jpg,no,intimate public display,all
5_39065.jpg,no.,swimwear and intimate pose.,all.
5_39345.jpg,no,shoulders and arms exposed,female
5_39385.jpg,no.,implied nudity; suggestive pose.,female.
5_39425.jpg,no,implied nudity; suggestive pose.,female
5_39505.jpg,yes.,silhouette; non-revealing.,female.
5_39545.jpg,no,implied nudity; suggestive pose,female
5_40895.jpg,no,public display of affection,all
5_40955.jpg,no,public display of affection,all
5_41105.jpg,no,revealing attire shown.,female
5_41195.jpg,no.,short dresses might be sensitive.,female.
5_41405.jpg,no,revealing clothing on female.,female
5_42525.jpg,no,underwear advertisement; partial nudity.,female
5_42575.jpg,yes.,"fully clothed, friendly interaction.",female.
5_42595.jpg,yes,advertised content is non-offensive.,female
5_42915.jpg,no,"revealing clothing, suggestive poses.",female
5_42945.jpg,no,implies male nudity,male
5_45885.jpg,no,scantily clad model.,female
5_46235.jpg,no,"implied nudity, suggestive pose",female
5_46355.jpg,yes.,"fully clothed, no explicit content.",female.
5_46565.jpg,no,revealing attire; suggestive pose,female
5_4805.jpg,yes,dress is modest.,female
5_49485.jpg,no,"revealing attire, suggestive pose",male
5_49565.jpg,yes.,dress is elegant and modest.,female.
5_51165.jpg,no,suggestive pose and attire,female
5_51325.jpg,yes,just a profile with flowers,female
5_52125.jpg,no,revealing attire shown,female
5_5285.jpg,yes,"fully clothed, non-provocative",all
5_53845.jpg,,,
5_54905.jpg,yes.,"dress is casual, not revealing.",male.
5_55235.jpg,no.,"revealing clothing, suggestive pose.",female.
5_585.jpg,no,revealing attire might offend,female
5_59305.jpg,yes,exercise clothing displayed.,all
5_62125.jpg,no,suggestive pose and attire,female
5_6275.jpg,yes,[cannot determine appropriateness in words limit],female
5_63575.jpg,yes,modesty standards vary.,female
5_63905.jpg,no.,implied nudity; exposed shoulder.,male.
5_64095.jpg,no,suggestive pose and expression,female
5_64125.jpg,no,revealing clothing style.,female
5_64215.jpg,no,"intimate pose, partial undress",all
5_64235.jpg,no,"revealing clothing, suggestive pose.",female
5_64265.jpg,no,"lingerie-ad, conservative dress norms",female
5_64315.jpg,no.,partial nudity displayed.,female.
5_64385.jpg,no,"revealing clothing, suggestive pose",female
5_64845.jpg,yes.,athletic attire displayed.,female.
5_65335.jpg,no.,revealing attire shown.,female.
5_66545.jpg,yes,"fully clothed, non-suggestive.",all
5_69255.jpg,no.,"skimpy clothing, intimate pose.",all.
5_69345.jpg,no.,shirtless male; cultural sensitivity varies.,male.
5_6995.jpg,no,"underwear advertisement, partial nudity.",male
5_70535.jpg,yes,no revealing clothing shown.,female
5_71275.jpg,no,revealing attire displayed,female
5_72575.jpg,no,"implied nudity, intimate pose",all
5_72985.jpg,no,"lingerie advertisement, partial nudity",female
5_75225.jpg,yes.,"fully clothed, casual pose.",male.
5_75285.jpg,yes.,it shows family bonding.,female.
5_7535.jpg,no,"intimate pose, suggestive content",all
5_76935.jpg,yes.,"modest dress, not revealing.",female.
5_77845.jpg,no,"lingerie advertisement, cultural sensitivity.",female
5_78525.jpg,yes,dress covers body adequately.,female
5_79245.jpg,no.,underwear ad; may offend.,female.
5_80225.jpg,no,revealing attire and pose,male
5_84105.jpg,yes,"cosmetics advertisement, non-revealing.",female
5_84235.jpg,no,revealing clothing; sitting pose,female
5_84525.jpg,yes,dress length may vary culturally.,female
5_84645.jpg,yes.,dress is modest and elegant.,female.
5_84695.jpg,no,shirtless male depicted.,male
5_84895.jpg,yes,dress length may vary acceptance.,female
5_84945.jpg,no.,immodest dress for some cultures.,female.
5_85015.jpg,yes.,"modest attire, non-provocative pose.",female.
5_85175.jpg,yes,elegant beauty product advertisement.,female
5_86085.jpg,yes.,modest clothing; nothing revealing.,female.
5_86145.jpg,yes,"modest dress, no explicit content.",female
5_86285.jpg,no,"revealing clothing, suggestive poses",female
5_87345.jpg,yes,"fully clothed, non-provocative.",female
5_87915.jpg,no,"intimate pose, unbuttoned jeans",all
5_88195.jpg,yes;,"dress is modest, not revealing;",female.
5_88355.jpg,no,"provocative poses, minimal clothing",all
5_8965.jpg,no,revealing clothing; posed suggestively,female
5_89725.jpg,no,clothing may be revealing.,female
5_89975.jpg,yes.,moderately revealing dress.,female.
5_90025.jpg,yes.,"modest clothing, no explicit content.",female.
5_9095.jpg,no,revealing clothing; provocative pose,female
5_91315.jpg,no,athletic clothing visible,female
5_9235.jpg,no,revealing; perceived unnatural thinness,female
5_93505.jpg,no,"suggestive theme, partial undress.",female
5_94235.jpg,yes,subject modestly dressed.,female
5_94425.jpg,yes,moderate makeup and attire.,female
5_94465.jpg,no,revealing attire and pose.,female
5_9455.jpg,no,revealing attire and pose,female
5_94765.jpg,yes,modest dress and makeup.,female
5_94795.jpg,yes.,makeup is generally acceptable.,female.
5_9605.jpg,no.,fitted attire; suggestive pose.,female.
5_97435.jpg,yes,dress is modest.,female
5_97475.jpg,no,implied nudity; liquid resembling figure.,all
5_97715.jpg,yes,"fully clothed, non-provocative pose.",female
5_97725.jpg,yes.,"fully clothed, non-provocative.",all.
5_9895.jpg,no,minimal clothing,all
5_99025.jpg,yes,"fully clothed, non-sexual content.",female
5_9905.jpg,no,sensual pose and attire,female
6_1016.jpg,yes,person is modestly dressed.,female
6_103846.jpg,yes.,child-focused product advertisement.,female.
6_10396.jpg,no;,dress length and alcohol reference;,female.
6_104166.jpg,yes,"fully clothed, joyful, non-provocative",female
6_105276.jpg,yes.,"fully clothed, unobjectionable content.",female.
6_105646.jpg,no,"revealing clothing, skin exposure",female
6_106046.jpg,yes,active sports clothing ad.,all
6_10666.jpg,no,bikini-clad woman depicted.,female
6_106716.jpg,yes.,athletes in sportswear.,female.
6_107836.jpg,yes.,child in innocent context.,female.
6_111736.jpg,no,partial nudity displayed.,female
6_111746.jpg,yes,traditional garb for cultural event,male
6_111786.jpg,yes,simple casual clothing.,female
6_114756.jpg,yes,dress is modest.,female
6_115696.jpg,no,revealing clothing depicted.,female
6_116206.jpg,no,implied nudity; provocative pose,female
6_116216.jpg,no.,"suggestive theme, revealing clothing.",female.
6_116246.jpg,no,"revealing outfit, suggestive pose",female
6_116266.jpg,no;,"nudity present, culturally sensitive;",female.
6_116346.jpg,yes,"clothed, non-provocative pose.",female
6_116416.jpg,yes,"fully clothed, non-revealing.",female
6_116456.jpg,no.,provocative clothing and pose.,female.
6_116546.jpg,no,provocative attire and pose,female
6_11886.jpg,no.,revealing clothing.,female.
6_121076.jpg,yes,"fully clothed, non-offensive content",male
6_121106.jpg,yes,fully clothed football players,male
6_122206.jpg,yes,"fully dressed, non-provocative.",male
6_122236.jpg,yes.,"fully clothed, non-provocative.",all.
6_122976.jpg,no,"revealing attire, tattoo visible.",female
6_123126.jpg,no,"revealing attire, suggestive pose",male
6_123926.jpg,no,revealing workout attire,female
6_123986.jpg,yes.,sportswear is generally acceptable.,female.
6_124056.jpg,no.,"fitted clothing, casual posture.",female.
6_125266.jpg,no.,revealing clothing and poses.,female.
6_130086.jpg,yes,"modest attire, not revealing",female
6_130316.jpg,no,provocative clothing and pose,female
6_133416.jpg,no.,revealing clothing; cultural norms.,female.
6_134806.jpg,yes.,"fully clothed, non-provocative.",female.
6_137586.jpg,no,swimwear may be too revealing.,all
6_137616.jpg,no,scantily clad individuals,male
6_137776.jpg,no,"skimpy clothing, suggestive.",all
6_139866.jpg,yes.,family-friendly depiction.,all.
6_147566.jpg,no.,shirtless pose may offend.,male.
6_147866.jpg,no,"revealing clothing, suggestive pose",female
6_151666.jpg,no,suggestive and revealing attire.,all
6_152806.jpg,no.,athletic wear can be revealing.,female.
6_152816.jpg,yes,sportswear appropriately used.,female
6_152836.jpg,yes,sportswear considered generally acceptable.,female
6_152916.jpg,,,
6_152926.jpg,no.,shirtless male depicted.,male.
6_153196.jpg,yes,modest clothing visible,female
6_156366.jpg,yes,"fully dressed, non-provocative pose",female
6_157116.jpg,no.,dress length may be objectionable.,female.
6_157176.jpg,yes,"fashionable, non-revealing attire",all
6_157206.jpg,no,"revealing attire, suggestive pose",all
6_157356.jpg,no.,revealing clothing; partial nudity.,all.
6_157376.jpg,no,revealing attire,female
6_157556.jpg,no,depicts women in lingerie,female
6_157576.jpg,no,revealing attire shown.,female
6_157616.jpg,yes,"modest clothing, non-provocative pose",female
6_157676.jpg,no,revealing attire; suggestive posing,female
6_157776.jpg,no,lingerie ad might offend,female
6_157826.jpg,no.,"revealing attire, suggestive pose.",female.
6_158036.jpg,no,implied nudity; suggestive themes,male
6_158696.jpg,no.,alcohol promotion; suggestive pose.,female.
6_158826.jpg,no,revealing clothing; alcohol promotion,female
6_158836.jpg,no,"suggestive pose, alcohol advertisement",female
6_159406.jpg,no,revealing clothing; suggestive pose,female
6_163556.jpg,no,revealing attire depicted.,female
6_164156.jpg,no,"underwear ad, suggestive pose",male
6_166266.jpg,yes;,no inappropriate content;,male.
6_17896.jpg,yes,respectful anti-bullying message.,female
6_20136.jpg,yes,fully clothed sportswear,female
6_20166.jpg,yes.,no explicit content shown.,all.
6_20726.jpg,no.,suggestive pose and attire.,female.
6_20756.jpg,no,"underwear advertisement, revealing attire",female
6_20776.jpg,no.,"revealing clothing, suggestive pose.",female.
6_20796.jpg,no.,"revealing attire, suggestive poses.",female.
6_20866.jpg,no,dress is revealing,female
6_20976.jpg,no,revealing attire model,female
6_20986.jpg,no.,displays lingerie.,female.
6_21126.jpg,no,intimate clothing and pose,all
6_2126.jpg,no,swimsuit might be revealing.,female
6_21836.jpg,no,revealing attire displayed,female
6_22656.jpg,no,revealing swimwear depicted.,female
6_22706.jpg,no,suggestive pose and expression,female
6_22806.jpg,no,implied wardrobe malfunction,female
6_23236.jpg,no.,swimsuit attire visible.,female.
6_2496.jpg,no,revealing clothing; sexualised pose.,female
6_2506.jpg,no,revealing clothing in ad.,female
6_2556.jpg,yes.,dress is modest and non-revealing.,female.
6_2616.jpg,no,immodest dress; suggestive pose.,female
6_28626.jpg,no,suggestive pose and attire.,female
6_33206.jpg,yes,"dress is elegant, not revealing.",female
6_33646.jpg,no,bikini-clad woman displayed,female
6_34686.jpg,yes.,fully clothed and smiling.,female.
6_35396.jpg,no,"revealing clothing, suggestive pose.",female
6_36696.jpg,no,woman in revealing swimwear.,female
6_38656.jpg,no,"revealing clothing, suggestive pose",female
6_38796.jpg,no,suggestive and revealing clothing,female
6_39266.jpg,no,"implied nudity, suggestive pose",female
6_39306.jpg,no,revealing clothing; suggestive pose,female
6_39366.jpg,yes,"fully clothed, elegant pose.",female
6_39496.jpg,no.,revealing clothing; suggestive pose.,female.
6_40916.jpg,no.,implied nudity; suggestive posture.,female.
6_41306.jpg,no,"partial nudity, violent imagery",male
6_45406.jpg,no,lingerie-clad model depicted,female
6_45506.jpg,yes,"modest attire, nothing provocative.",female
6_45666.jpg,no.,contains women in underwear.,female.
6_46076.jpg,no,contains nudity or implied nudity,female
6_46416.jpg,yes,"modest dress, no explicit content.",female
6_46486.jpg,no,"lingerie advertisement, potentially sensitive",female
6_46526.jpg,yes.,"fully clothed, mild affection.",all.
6_46606.jpg,no.,revealing clothing; pose.,male.
6_47006.jpg,no,"short dress, bare legs.",female
6_47146.jpg,yes.,no revealing clothing shown.,female.
6_49626.jpg,no,intimate apparel and pose,all
6_49686.jpg,no,provocative poses and clothing.,all
6_49906.jpg,no,revealing attire shown.,female
6_50646.jpg,no,revealing swimwear displayed,all
6_52006.jpg,yes,general fashion shoot setting.,female
