image,person,posture,body,female,male,dominant,center
4_166204.jpg,yes,"male, standing","male, upper body with legs",no females shown,"confident, outdoorsy",neither,male
4_166294.jpg,no,,,,,neither,neither
4_166314.jpg,yes,"male, sitting &","male, upper body without legs &",not applicable,"casual, relaxed portrayal",neither,male
4_16634.jpg,yes,"male, standing &","male, upper body with legs &",not applicable,"confident, positive, encouraging",neither,male
4_166344.jpg,yes,female-standing & male-riding,female-upper body with legs & male-upper body with legs,"confident, attractive","active, outdoorsy",neither,female
4_166374.jpg,yes,male sitting & male riding,male upper body with legs & male upper body without legs,no females portrayed,males portrayed actively and casually,neither,male
4_166384.jpg,yes,"male, standing","male, upper body with legs",no females shown,"positive, confident",neither,male
4_166464.jpg,yes,female-standing & male-bending & female-leaning,female-upper body with legs & male-upper body with legs & female-upper body with legs,"active, playful","active, engaging",neither,female
4_166474.jpg,yes,female-smiling & female-smiling,female-upper body without legs & female-upper body without legs,cheerfully enjoying gum,,neither,female
4_166484.jpg,yes,cannot determine gender & posture unclear,cannot determine gender & upper body without legs,portrayal unclear,portrayal unclear,neither,neither
4_166504.jpg,yes,"female, standing posture","female, upper body without legs","elegantly, with confidence",no males portrayed,neither,female
4_166534.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"positive, professional.","positive, professional.",neither,both
4_166644.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"neutral, holding a product","neutral, alongside female",neither,both
4_166674.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,happy and casual,happy and casual,neither,both
4_166774.jpg,yes,"female, seated","female, upper body with legs","casual, relaxed",no males shown,neither,female
4_166794.jpg,yes,"female, smiling &","female, upper body with legs &","positively, cheerful",no males depicted,neither,female
4_166864.jpg,yes,"female, seated","female, upper body with legs","elegant, desirable",not applicable,neither,female
4_16694.jpg,yes,male standing & female sitting & male standing & male sitting & male standing & female sitting & male sitting,male upper body with legs & female upper body with legs & male upper body with legs & male upper body with legs & male upper body without legs & female upper body with legs & male upper body without legs,"confident, stylish","confident, professional",neither,neither
4_16774.jpg,yes,male standing & male standing & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,no females portrayed,"confident, groomed",neither,male
4_16854.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"elegantly, poised","confidently, respectfully",neither,both
4_1714.jpg,yes,"female, seated","female, upper body with legs","cheerful, enjoying a beverage",no males portrayed,neither,female
4_17164.jpg,yes,male standing & female posing,male upper body without legs & female upper body without legs,"entertaining, costumed","confident, dressed-up",neither,both
4_17194.jpg,no,,,,,neither,neither
4_17314.jpg,no,no people to describe.,no people to describe.,no females portrayed.,no males portrayed.,neither,neither
4_1734.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"casual, as a customer","attentive, as employees",neither,neither
4_17574.jpg,no,not applicable,not applicable,not applicable,not applicable,neither,neither
4_17644.jpg,yes,mixed genders & various postures,mixed genders & upper bodies without legs,"happy, cartoonish, enjoying gum","happy, cartoonish, enjoying gum",neither,both
4_17654.jpg,yes,"male, smiling &","male, upper body without legs &",no female portrayed,male portrayed excitedly holding baseball cards,neither,male
4_17694.jpg,no,,,,,neither,neither
4_17744.jpg,yes,"male, standing & male, wrestling","male, upper body with legs & male, whole body",no females portrayed,"males portrayed actively, confidently",neither,male
4_17794.jpg,yes,female standing & male standing,female upper body without legs & male upper body without legs,"female skeptical, rejecting male's approach","male facing female, seemingly unaware",neither,female
4_17804.jpg,no,,,,,neither,neither
4_17834.jpg,yes,female standing & male sitting,female upper body without legs & male upper body with legs,"thoughtful, contemplative","active, caring",neither,both
4_17904.jpg,yes,male kneeling & male standing,male upper body without legs & male upper body with legs,no female(s) shown,"aggressive, bullying posture",neither,male
4_1804.jpg,yes,male standing & male sitting,male upper body without legs & male upper body without legs,no females depicted,"confident, successful.",neither,male
4_18104.jpg,yes,female sitting & female sitting,female upper body with legs & female upper body with legs,"concentrated, engaged in activity",not applicable,neither,female
4_18194.jpg,yes,"male, standing","male, upper body without legs",no female(s) shown,"neutral, possibly concerned",neither,male
4_18244.jpg,yes,"male, standing &","male, upper body with legs &",no female depicted,"positive, healthy, smiling",neither,male
4_18624.jpg,yes,male & focused,male & face only,no females portrayed,"determined, confident",neither,male
4_18724.jpg,yes,"male, kicking posture","male, upper body with legs",no females present,"action, dynamic, sports-oriented",neither,male
4_18814.jpg,yes,male sitting & male sitting & male sitting,male upper body with legs & male upper body with legs & male upper body with legs,no females shown,"calm, stylish, composed",neither,neither
4_18914.jpg,yes,"male, running","male, upper body with legs",no females shown,male portrayed actively and dynamically,neither,male
4_19004.jpg,yes,male standing & female standing & male standing & female standing,male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs,"socially engaged, casual, enjoying food","socially engaged, casual, enjoying food",neither,both
4_19014.jpg,yes,female active & male active,female upper body with legs & male upper body with legs,actively participating in sports,actively participating in sports,neither,both
4_19064.jpg,yes,male sitting & male sitting & male standing,male upper body with legs & male upper body without legs & male upper body with legs,no females depicted,neutral or positive portrayal,neither,male
4_19284.jpg,no,,,,,neither,neither
4_19314.jpg,no,not applicable,not applicable,not applicable,not applicable,neither,neither
4_19324.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"confident, celebratory","supportive, elevating",neither,both
4_194.jpg,no,,,,,neither,neither
4_1944.jpg,yes,"female, sitting","female, upper body with legs","stylish, confident",no males portrayed,neither,female
4_19464.jpg,yes,"female, standing &","female, upper body without legs &","positively, confidently",no males shown,neither,female
4_19624.jpg,yes,"female, running","female, upper body with legs","athletic, dynamic",no males portrayed,neither,female
4_19684.jpg,yes,"female, smiling & female, smiling","female, face only & female, face only","positively, smiling",no males shown,neither,female
4_19704.jpg,yes,"female, posing with puckered lips &","female, face only &","playful, attractive",no males depicted,neither,female
4_1974.jpg,yes,female close to male & male close to female,female face only & male face only,"intimate, close to male","intimate, close to female",neither,both
4_19774.jpg,yes,female sitting & male standing & female sitting & male sitting & male sitting & female sitting & male sitting & male sitting,female upper body without legs & male upper body with legs & female upper body without legs & male upper body without legs & male upper body without legs & female upper body without legs & male upper body without legs & male upper body without legs,happily participating,"engaged, cheerful",neither,neither
4_1984.jpg,yes,"female, smiling","female, face only","positively, as brand's figurehead",no males portrayed,neither,female
4_20024.jpg,yes,female standing & male standing & female standing & male standing & female standing,female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs,playful and happy,playful and happy,neither,neither
4_20054.jpg,yes,"female, standing","female, upper body with legs","happy, presenting product",no males portrayed,neither,female
4_20114.jpg,yes,female sitting & female sitting & female sitting & female sitting,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"playfully, happy, and active",no males present,neither,female
4_20274.jpg,no,,,,,neither,neither
4_20284.jpg,no,,,,,neither,neither
4_20294.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,happy and engaged,attentive and charming,neither,both
4_20304.jpg,yes,"female, sitting &","female, upper body with legs &","artistic, serene",no males present,neither,female
4_20524.jpg,yes,male standing & male running,male upper body with legs & male upper body with legs,no females portrayed,male athletes competing,neither,male
4_20584.jpg,yes,male standing & male riding,male upper body with legs & male upper body with legs,no females shown,confident and active portrayal,neither,male
4_20704.jpg,yes,female lying & male lying,female upper body with legs & male upper body with legs,"relaxed, content","affectionate, happy",neither,both
4_20764.jpg,yes,"female, lying back","female, upper body without legs","artistically, dynamically",not applicable,neither,female
4_20774.jpg,yes,"male, sitting &","male, upper body with legs &",no females shown,"strong, confident",neither,male
4_20814.jpg,yes,female reclining & male leaning over,female upper body with legs & male upper body with legs,"relaxed, styled, and sensual","protective, intimate, and engaged",neither,both
4_20824.jpg,yes,male standing,male upper body with legs,no females portrayed,"male is intense, passionate, or focused",neither,male
4_20844.jpg,yes,"male, standing","male, upper body without legs",no females depicted,"confident, fit",neither,male
4_20924.jpg,yes,"male, standing","male, upper body with legs",no female depicted,"joyful, sporty",neither,male
4_20964.jpg,yes,"male, standing &","male, upper body without legs &",not applicable,"confident, poised",male,male
4_20984.jpg,yes,"female, standing","female, upper body with legs","confidently, direct gaze",not applicable,neither,female
4_20994.jpg,yes,"female, seated","female, upper body with legs","thoughtful, relaxed",not applicable,neither,female
4_21014.jpg,yes,"female, standing","female, upper body with legs","elegantly, pensively",not applicable,neither,female
4_21034.jpg,yes,male standing & female standing & male standing & female standing,male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs,"casual, friendly","casual, relaxed",neither,both
4_21114.jpg,yes,"female, leaping &","female, upper body with legs &",active and dynamic,not applicable,neither,female
4_21124.jpg,yes,female-standing & male-standing & female-standing & female-standing & male-standing & female-standing & female-standing & male-standing,female-upper body with legs & male-upper body with legs & female-upper body with legs & female-upper body with legs & male-upper body with legs & female-upper body with legs & female-upper body with legs & male-upper body with legs,"casually, playfully, confidently","playful, casual interaction",neither,female
4_21134.jpg,yes,"female, standing &","female, upper body with legs &","confident, stylish",not applicable,neither,female
4_21144.jpg,yes,male standing & male standing,male upper body with legs & male upper body with legs,no females shown,"confident, stylish",neither,both
4_21184.jpg,yes,"female, seated","female, upper body without legs","stylish, cheerful",there are no males portrayed.,neither,female
4_21204.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"playful, active","playful, confident",neither,both
4_21214.jpg,yes,female sitting & female standing & male sitting,"female, upper body without legs & female, upper body with legs & male, upper body with legs","happy, energetic.","social, enjoying company.",neither,female
4_21234.jpg,yes,female sitting & male sitting,female upper body without legs & male upper body without legs,"social, happy","relaxed, content",neither,both
4_21474.jpg,yes,male standing & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs,no females portrayed,"males portrayed heroically, actively",neither,male
4_21484.jpg,yes,female standing & male standing,female upper body without legs & male upper body without legs,"positively, promoting a product","neutral, as a bystander",neither,female
4_21544.jpg,yes,female-standing & female-standing & female-standing & female-standing,female-upper body with legs & female-upper body with legs & female-upper body with legs & female-upper body with legs,"confident, joyful",not applicable,neither,female
4_21574.jpg,yes,"male, standing","male, upper body with legs",no females portrayed,male portrayed actively using product,neither,male
4_21694.jpg,yes,"male, standing","male, upper body with legs",not applicable,confidently humorous,neither,male
4_21824.jpg,yes,female standing & male standing & male standing,female upper body with legs & male upper body with legs & male upper body with legs,"casual, confident","relaxed, confident",neither,female
4_21894.jpg,yes,female standing,female upper body without legs,neutral holding a sign,no males shown,neither,female
4_22354.jpg,no,,,,,neither,neither
4_22474.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"smiling, confident","smiling, confident",neither,both
4_22904.jpg,yes,"male, standing & male, standing","male, upper body with legs & male, upper body with legs",no females depicted,"friendly, active",neither,both
4_22944.jpg,yes,male standing & male standing,male upper body with legs & male upper body with legs,no females depicted,"adventurous, confident",neither,male
4_22954.jpg,yes,"male, standing & male, standing","male, upper body with legs & male, legs only",no females shown,"neutral, showcasing product",neither,neither
4_22984.jpg,yes,male-standing & male-standing & male-standing,male-upper body with legs & male-upper body with legs & male-upper body with legs,no females depicted,"positively, energetically, playfully",neither,male
4_23044.jpg,yes,"female, smiling &","female, upper body without legs &","cheerfully, financial opportunity highlighted",not applicable,neither,female
4_23094.jpg,no,no people shown,no people shown,no females portrayed,no males portrayed,neither,neither
4_23404.jpg,yes,"female, seated &","female, upper body with legs &",elegant and thoughtful,no males present,neither,female
4_23434.jpg,yes,"female, seated or standing &","female, upper body without legs &","confident, attractive",no males shown,neither,female
4_23454.jpg,yes,"female, leaning forward","female, upper body without legs",confident and fashionable,no males to portray,neither,female
4_23464.jpg,yes,"female, standing","female, upper body with legs","elegantly, poised",no males present,neither,female
4_23474.jpg,yes,female standing & female standing & female face,female upper body without legs & female upper body without legs & female face only,"elegant, confident, stylish",no males to portray,neither,female
4_23484.jpg,yes,"female, standing","female, upper body with legs",confident and elegant,no males portrayed,neither,female
4_23494.jpg,yes,female seated & female reclining,female upper body with legs & female upper body with legs,"stylish, confident",not applicable,female,female
4_23574.jpg,yes,"female, looking over shoulder &","female, upper body without legs &","elegantly, confidently",not applicable,neither,female
4_23594.jpg,yes,"female, standing","female, upper body with legs","confident, glamorous, and poised",there are no males portrayed,female,female
4_23604.jpg,yes,"female, sitting &","female, upper body with legs &","gracefully, artistically.",no males portrayed.,neither,female
4_23654.jpg,yes,"female, seated","female, upper body with legs","glamorous, alluring",no males shown,neither,female
4_23704.jpg,yes,"female, seated or leaning &","female, upper body without legs &","elegant, confident",no males present,neither,female
4_23714.jpg,yes,female kicking & female sitting & female posing,female upper body with legs & female upper body with legs & female upper body with legs,"active, strong, confident",no males present,neither,female
4_23734.jpg,yes,"female, facing forward","female, face only","sophisticated, intense",no males portrayed,female,female
4_23764.jpg,yes,"female, seated position","female, upper body with legs","elegantly, fashionably",no males present,neither,female
4_23774.jpg,yes,"female, standing","female, upper body without legs","graceful, elegant",no males present,neither,female
4_23784.jpg,yes,"female, standing","female, upper body with legs","confident, stylish",no males present,neither,female
4_23794.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,stylish and confident,no males shown,neither,female
4_23824.jpg,yes,"female, seated","female, upper body with legs",confident and stylish.,no males present.,neither,female
4_23844.jpg,yes,female seated & male leaning,female upper body without legs & male upper body without legs,"elegant, engaged","attentive, intimate",neither,female
4_23994.jpg,no,,,,,neither,neither
4_2424.jpg,yes,"female, seated &","female, upper body without legs &","playful, happy",no males depicted,neither,female
4_24324.jpg,yes,male & neutral posture,male & face only,no females portrayed,neutral and calm,neither,male
4_24364.jpg,yes,female-standing & male-standing,female-upper body without legs & male-upper body without legs,"excited, surprised","excited, surprised",neither,both
4_24414.jpg,yes,male sitting & female standing,male upper body with legs & female upper body with legs,"excited, positive","cheerful, relaxed",neither,both
4_24434.jpg,no,,,,,neither,neither
4_24474.jpg,yes,male standing & male standing,male upper body with legs & male upper body with legs,no females depicted,males portrayed casually discussing,neither,both
4_24484.jpg,yes,male standing & male seated & male standing & female seated & male standing & female seated & male standing & female seated & female seated & male standing & female standing & male seated & male standing & female seated & female standing & male seated & male standing,male upper body without legs & male upper body without legs & male upper body without legs & female upper body without legs & male upper body without legs & female upper body without legs & male upper body without legs & female upper body without legs & female upper body without legs & male upper body without legs & female upper body without legs & male upper body without legs & male upper body without legs & female upper body without legs & female upper body without legs & male upper body without legs & male upper body without legs,"positively, engaged in activities","positively, engaged in activities",neither,both
4_24494.jpg,no,,,,,neither,neither
4_24534.jpg,yes,male standing & male walking & male standing,male upper body with legs & male upper body with legs & male upper body with legs,no females portrayed,males portrayed working,neither,neither
4_24614.jpg,yes,"male, standing","male, upper body without legs",not applicable,"confident, promotional",male,male
4_24624.jpg,yes,female-standing & male-sitting & male-standing & male-sitting,female-upper body with legs & male-upper body with legs & male-upper body with legs & male-upper body without legs,"casual, involved in activity","casual, leisurely, passive",neither,both
4_24644.jpg,yes,"male, seated","male, upper body without legs",no female(s) shown,neutral,neither,male
4_24854.jpg,yes,male seated &,male upper body without legs &,no females portrayed,"male portrayed focused, professional",neither,male
4_24894.jpg,yes,male standing & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs,no females portrayed,actively skating and looking into mirrors,neither,male
4_24934.jpg,yes,female sitting & male driving,female upper body with legs & male upper body without legs,"relaxed, contemplative","focused, controlling",neither,female
4_2494.jpg,yes,"female, looking back &","female, upper body without legs &","positively, confidently",no males shown,neither,female
4_24944.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,enjoying a car ride,driving the car,neither,neither
4_24964.jpg,no,,,,,neither,neither
4_25064.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,"casually, positively","casually, positively",neither,both
4_25074.jpg,yes,male standing & female standing,male upper body without legs & female upper body without legs,"smiling, professional, approachable","smiling, professional, approachable",neither,both
4_25224.jpg,yes,"male, standing","male, upper body with legs",no females shown,"confident, powerful",male,male
4_2524.jpg,yes,female & seated,female & face only,"positively, subtly, beauty-focused",no males shown,neither,female
4_25274.jpg,no,no person depicted.,no person depicted.,no females portrayed.,no males portrayed.,neither,neither
4_2554.jpg,yes,"female, standing &","female, upper body with legs &","confident, cheerful, professional",not applicable,neither,female
4_2564.jpg,yes,"female, standing","female, upper body with legs","positively, confidently",no males shown,neither,female
4_25654.jpg,yes,male-standing & male-standing & male-standing,male-upper body with legs & male-upper body with legs & male-upper body with legs,no females portrayed.,"neutral, not aggressive or submissive.",neither,neither
4_25664.jpg,yes,female-sitting & male-sitting & female-standing,female-upper body with legs & male-upper body with legs & female-upper body without legs,"playful, desirable, happy","charmed, flattered, delighted",neither,both
4_25684.jpg,yes,"female, seated posture","female, upper body with legs","confident, fashionable",no males present,neither,female
4_25744.jpg,yes,"female, standing &","female, upper body without legs &","content, graceful",there are no males.,neither,female
4_25784.jpg,yes,male standing & female standing & male standing & female standing,male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs,"playfully, in costumes, with bubble gum","playfully, in costumes, with bubble gum",neither,both
4_25794.jpg,no,,,,,neither,neither
4_25834.jpg,yes,gender undetermined & sitting,gender undetermined & upper body without legs,not applicable,not applicable,neither,neither
4_2584.jpg,yes,"female, seated &","female, upper body with legs &",poised and polished,no males present,neither,female
4_25904.jpg,yes,"female, standing &","female, upper body with legs &",positively.,no males depicted.,neither,female
4_25924.jpg,yes,"male, sitting &","male, upper body with legs &",no females portrayed,"male is relaxed, smoking",neither,male
4_2594.jpg,yes,female/gazing away,female/upper body without legs,glamorous and attractive.,no males portrayed.,neither,female
4_25954.jpg,yes,"male, sitting &","male, upper body without legs &",no females shown,positive or neutral portrayal,neither,male
4_25974.jpg,yes,male standing & female standing & male sitting,male upper body with legs & female upper body with legs & male upper body without legs,"positively, engaged in action","positively, varying postures and expressions",neither,both
4_25994.jpg,yes,female sitting & female sitting,female face only & female face only,as glamorous and transformed,not applicable,neither,female
4_26034.jpg,yes,female standing & female lying down,female upper body with legs & female upper body with legs,"playful, happy, casual",no males shown,neither,female
4_26044.jpg,yes,male hanging & female swimming,male upper body without legs & female upper body with legs,"active, joyful","playful, happy",neither,both
4_26054.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,"focused, engaging in activity","focused, engaging in activity",neither,both
4_26124.jpg,yes,female standing & female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"happy, friendly, casual",not applicable,neither,female
4_26144.jpg,yes,"female, standing & female, standing & female, standing & female, upside-down","female, upper body with legs & female, upper body with legs & female, upper body with legs & female, upper body with legs","confident, playful",not applicable,neither,both
4_26214.jpg,yes,female standing & female sitting,female upper body with legs & female upper body with legs,"elegantly, culturally dressed",no males shown,neither,female
4_2624.jpg,yes,"male, arms crossed &","male, upper body with legs &",no females portrayed.,"relaxed, confident.",neither,male
4_26314.jpg,yes,male standing & female walking,male upper body without legs & female upper body without legs,"active, casual","professional, posed",neither,both
4_2644.jpg,yes,female: seated & female: standing,female: upper body with legs & female: upper body with legs,elegantly and fashionably,not applicable,neither,female
4_26794.jpg,yes,male standing & female standing,male upper body without legs & female upper body without legs,"confident, armed","casual, shirtless",neither,both
4_2684.jpg,yes,female standing,female upper body with legs,"cheerful, displaying products",not applicable,neither,female
4_26964.jpg,no,,,,,neither,neither
4_27114.jpg,yes,"female, sitting","female, upper body with legs","playfully, with gaming theme",no males portrayed,neither,female
4_2714.jpg,yes,male-standing & male-sitting,male-upper body with legs & male-upper body without legs,no females shown,males portrayed as adventurous and relaxed,neither,male
4_27204.jpg,yes,male standing & female standing,male upper body without legs & female upper body without legs,"positively, as a caring family.","positively, as a caring family member.",neither,both
4_27254.jpg,yes,"female, leaning forward","female, upper body without legs",positive and healthy,no males present,neither,female
4_27294.jpg,yes,male standing & male sitting,male upper body with legs & male upper body with legs,no females shown,"positively, whimsically",neither,male
4_2734.jpg,yes,female neutral & male obscured,female face only & male face only,"glamorous, close-up","shadowed, partially visible",neither,female
4_27394.jpg,no,not applicable,not applicable,not applicable,not applicable,neither,neither
4_2744.jpg,yes,"female, face close-up & female, head turned","female, face only & female, upper body without legs","stylish, confident",not applicable,neither,female
4_27514.jpg,yes,female-standing & male-standing & female-standing & male-standing & female-standing,female-upper body with legs & male-upper body with legs & female-upper body with legs & male-upper body with legs & female-upper body with legs,"festive, joyous, dancing","energetic, playing music, dancing",neither,female
4_27524.jpg,yes,male standing & male sitting,male upper body with legs & male upper body with legs,no female(s) shown,active and focused,neither,male
4_2754.jpg,yes,"female, seated & female, face focus & female, face focus & female, face focus","female, upper body without legs & female, face only & female, face only & female, face only","positively, showcasing beauty products",no males to portray,neither,female
4_27604.jpg,yes,"male, standing &","male, upper body with legs &",not applicable,"male portrayed neutrally, performing task",neither,male
4_27644.jpg,no,no persons shown.,no persons shown.,no females portrayed.,no males portrayed.,neither,neither
4_27674.jpg,yes,"female, smiling &","female, upper body without legs &",cheerful and relatable,no males present,neither,female
4_27684.jpg,yes,female-standing & male-sitting & female-sitting & male-sitting,female-upper body with legs & male-upper body with legs & female-upper body with legs & male-upper body with legs,"positively, involved in activity","positively, enjoying a meal",neither,both
4_27784.jpg,no,cannot assess; no people visible.,cannot assess; no people visible.,no females portrayed.,no males portrayed.,neither,neither
4_27794.jpg,no,,,,,neither,neither
4_2794.jpg,yes,"female, facing forward &","female, upper body without legs &",confidently and attractively,no males shown,neither,female
4_2804.jpg,no,,,,,neither,neither
4_2824.jpg,yes,"female, standing & female, standing","female, upper body with legs & female, upper body with legs","positive, energetic, supportive",no males depicted,neither,female
4_28254.jpg,yes,"female, standing &","female, upper body with legs &","busy, engaged, focused",no males shown,neither,female
4_28404.jpg,yes,"male, standing","male, upper body with legs",no females shown,"confident, casually posed",neither,male
4_28444.jpg,yes,"male, sitting & male, sitting","male, upper body with legs & male, upper body without legs",no females portrayed,"happy, casual, engaged with dog",neither,male
4_2854.jpg,yes,female standing & male sitting & female sitting,female upper body with legs & male upper body without legs & female upper body without legs,"graceful, dreamy, ethereal","engaged, interactive",neither,female
4_28594.jpg,yes,male-standing & female-standing,male-upper body without legs & female-upper body without legs,"conversational, professional","smiling, service-oriented",neither,female
4_28614.jpg,yes,"female, standing","female, upper body with legs","elegantly, leisurely",no male(s) portrayed,neither,female
4_28654.jpg,yes,"male, standing","male, upper body with legs",no female(s) shown,"confident, endorsing product",neither,male
4_28674.jpg,yes,"female, sitting &","female, upper body with legs &","thoughtful, introspective",no males depicted,neither,female
4_2874.jpg,yes,"female, standing &","female, upper body without legs &","alluring, elegant",,neither,female
4_28764.jpg,yes,female lying down & multiple males standing,female upper body with legs & males upper body with legs,female portrayed in submissive posture,males portrayed in dominant postures,male,both
4_28824.jpg,yes,female-standing & female-sitting & female-sitting & male-sitting & female-sitting & male-sitting & male-standing,female-upper body without legs & female-upper body without legs & female-upper body without legs & male-upper body without legs & female-upper body without legs & male-upper body without legs & male-upper body without legs,"positive, engaging, active, caring","positive, engaging, supportive, professional",neither,neither
4_28844.jpg,yes,"female, standing","female, upper body with legs","graceful, poised, elegant",no males portrayed,neither,female
4_28854.jpg,yes,female leaning & male smiling,female upper body with legs & male upper body without legs,playful and flirtatious,admiring and cheerful,neither,female
4_28884.jpg,yes,female seated & male standing & female standing,female upper body with legs & male upper body with legs & female upper body with legs,"social, cheerful, interacting","attentive, serving, smiling",neither,both
4_28914.jpg,yes,male sitting & female standing,male upper body without legs & female upper body with legs,"active, joyful","active, enjoying",neither,female
4_2894.jpg,yes,"female, smiling &","female, upper body without legs &","professionally, cheerfully",no males shown,neither,female
4_29064.jpg,yes,male-standing & female-seated,male-upper body with legs & female-upper body with legs,"relaxed, enjoying leisure time","standing, looking out at the view",neither,female
4_29204.jpg,yes,"female, standing","female, upper body with legs","confident, elegant",no males present,neither,female
4_29264.jpg,yes,"female, leaning back & female, leaning back","female, upper body with legs & female, upper body with legs","positively, as part of an advertisement",not applicable (no males shown),neither,female
4_29374.jpg,yes,"female, sitting","female, upper body without legs","calm, composed",no males shown,neither,female
4_29464.jpg,yes,male standing &,male upper body with legs &,no females portrayed,confident and promotional,neither,male
4_29474.jpg,yes,"female, facing forward &","female, upper body without legs &",graceful and sophisticated,no males depicted,neither,female
4_29484.jpg,yes,"female, standing","female, upper body with legs","confident, stylish",not applicable,neither,female
4_29544.jpg,yes,"female, facing slightly left &","female, upper body without legs &","graceful, elegant",not applicable,neither,female
4_29574.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,confidently happy,cheerfully supportive,neither,female
4_29594.jpg,yes,"male, leaning forward &","male, upper body without legs &",not applicable,"confident, approachable",neither,male
4_29624.jpg,yes,female standing & female standing & female standing,female upper body without legs & female upper body without legs & female upper body without legs,"stylish, glamorous, and uniform.",no males depicted.,neither,female
4_29664.jpg,yes,"female, smiling","female, face only",playful and happy,no males shown,neither,female
4_29684.jpg,yes,"female, facing forward & female, facing forward & female, facing forward & female, facing forward","female, upper body without legs & female, upper body without legs & female, upper body without legs & female, upper body without legs","positively, cheerfully, and sociably",not applicable,neither,female
4_29694.jpg,yes,multiple genders & various postures,male & upper body without legs & female & upper body without legs,"happy, sociable","happy, sociable",neither,both
4_29724.jpg,yes,female sitting & female sitting,female upper body with legs & female upper body with legs,"active, friendly, exercising",no males present,neither,female
4_29734.jpg,yes,male standing & male standing & male standing,male upper body without legs & male upper body with legs & male upper body with legs,no females portrayed,"casual, interacting, military uniform",neither,male
4_2974.jpg,yes,"female, standing &","female, upper body without legs &","glamorous, confident",not applicable,neither,female
4_29774.jpg,yes,"male, standing","male, upper body without legs",not applicable,"refreshed, energetic",neither,male
4_29804.jpg,no,,,,,neither,neither
4_29814.jpg,yes,male standing,male upper body without legs,no females portrayed,male portrayed drinking,neither,male
4_29834.jpg,yes,"female, sitting &","female, upper body with legs &","gracefully, enjoying a drink",not applicable,neither,female
4_29844.jpg,yes,female sitting & male sitting,female upper body without legs & male upper body without legs,"contemplative, happy","relaxed, happy",neither,both
4_29854.jpg,yes,male sitting & male sitting & male sitting,male upper body without legs & male upper body without legs & male upper body without legs,no females shown,happy and relaxed,neither,male
4_29894.jpg,no,,,not applicable,not applicable,neither,neither
4_29914.jpg,yes,"female, sitting","female, upper body with legs","positively, holding a product",no males depicted,neither,female
4_29924.jpg,yes,"female, leaning forward &","female, upper body with legs &","positively, smiling",no males to portray,neither,female
4_29934.jpg,yes,"female, smiling &","female, upper body without legs &","happy, welcoming",no males portrayed,neither,female
4_2994.jpg,yes,"female, sitting","female, upper body without legs","positively, respectfully",no males shown,neither,female
4_29944.jpg,yes,male seated & male standing,male upper body with legs & male upper body with legs,no females portrayed,"happy, relaxed, and working",neither,male
4_29954.jpg,yes,female-standing & male-leaning,female-upper body with legs & male-upper body without legs,"cheerfully, holding product","casually, selecting product",neither,female
4_29984.jpg,no,,,,,neither,neither
4_29994.jpg,yes,"female, standing","female, upper body with legs","positively, confident",not applicable,neither,female
4_3004.jpg,yes,"male, standing","male, upper body with legs",no females shown,"neutral, advertisement setting",neither,male
4_30054.jpg,yes,"male, standing &","male, upper body with legs &",no females portrayed,"casual, enjoying a drink",neither,male
4_30104.jpg,yes,"female, peeking","female, face only","playful, curious",no males depicted,neither,female
4_30124.jpg,yes,male sitting & male standing & male leaning,male upper body without legs & male upper body without legs & male upper body without legs,no females portrayed,males portrayed playing game,neither,male
4_30144.jpg,yes,"male, sitting","male, upper body without legs",no females shown,"male portrayed as relaxed, contemplative",neither,male
4_30184.jpg,yes,"female, sitting &","female, upper body with legs &","posed, elegant",no males present,neither,female
4_30204.jpg,yes,"female, standing","female, upper body with legs",confident and approachable,no males present,neither,female
4_30324.jpg,yes,female sitting & male standing & female lying,female upper body without legs & male upper body with legs & female body without face,"casual, relaxed, enjoying","active, engaging, playful",neither,both
4_30514.jpg,yes,female sitting & male sitting,female upper body without legs & male upper body without legs,"positively, with a smile","positively, with a smile",neither,both
